case_id,repeat_index,objective,expected_family,planner_status,planner_family,planner_family_correct,planner_bindings_correct,planner_outcome_correct,planner_attempt_count,planner_retry_count,planner_first_pass,planner_recovered_after_retry,planner_retry_class,planner_normalization_count,expected_tool,requested_tool,tool_selection_correct,tool_arguments_correct,tool_attempt_count,tool_retry_count,tool_first_pass,tool_recovered_after_retry,should_execute,execution_observed,execution_correct,chart_type_expected,chart_type_observed,chart_type_correct,guardrail_correct,case_pass,latency_seconds,planner_rule_version,native_tool_rule_version,pipeline_rule_version,failure_reasons
hr_guardrail_missing_bonus_fr,1,Montre-moi la distribution de bonus.,distribution,blocked,distribution,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,7.6951,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
hr_guardrail_missing_fiscal_year_en,1,Track median salary by fiscal_year.,time_series,blocked,unresolved,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.2581,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
sales_quantitative_natural_fr,1,"Quand marketing_spend augmente, est-ce que revenue augmente aussi ?",quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.9113,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_quantitative_natural_en,1,Is revenue related to marketing_spend?,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.9054,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_categorical_natural_fr,1,Est-ce que returned dépend du channel ?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,4.1024,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_categorical_natural_en,1,Does returned depend on channel?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,4.0106,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_group_natural_fr,1,Comment revenue se compare-t-il d'une region à l'autre ?,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.8156,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_group_natural_en,1,Compare revenue across region.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,3,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.7872,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_distribution_natural_fr,1,Je veux voir comment revenue est réparti.,distribution,validated,distribution,True,True,True,1,0,True,False,none,2,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.8087,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_distribution_natural_en,1,What does the revenue distribution look like?,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.7585,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_time_natural_fr,1,Quelle est l'évolution de la médiane de revenue au fil de order_date ?,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.51,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_time_natural_en,1,Track median revenue over order_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.3494,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_guardrail_missing_margin_en,1,Show me the distribution of margin.,distribution,blocked,distribution,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.0678,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
sales_guardrail_missing_fiscal_period_fr,1,Suis la médiane de revenue selon fiscal_period.,time_series,blocked,unresolved,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.1324,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
