case_id,repeat_index,objective,expected_family,planner_status,planner_family,planner_family_correct,planner_bindings_correct,planner_outcome_correct,planner_attempt_count,planner_retry_count,planner_first_pass,planner_recovered_after_retry,planner_retry_class,planner_normalization_count,expected_tool,requested_tool,tool_selection_correct,tool_arguments_correct,tool_attempt_count,tool_retry_count,tool_first_pass,tool_recovered_after_retry,should_execute,execution_observed,execution_correct,chart_type_expected,chart_type_observed,chart_type_correct,guardrail_correct,case_pass,latency_seconds,planner_rule_version,native_tool_rule_version,pipeline_rule_version,failure_reasons
hr_guardrail_missing_fiscal_year_en,1,Track median salary by fiscal_year.,time_series,blocked,unresolved,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.1213,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
sales_quantitative_natural_fr,1,"Quand marketing_spend augmente, est-ce que revenue augmente aussi ?",quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.9579,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_quantitative_natural_en,1,Is revenue related to marketing_spend?,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.9664,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_categorical_natural_fr,1,Est-ce que returned dépend du channel ?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,4.0779,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_categorical_natural_en,1,Does returned depend on channel?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,4.0608,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_group_natural_fr,1,Comment revenue se compare-t-il d'une region à l'autre ?,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.8109,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_group_natural_en,1,Compare revenue across region.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,3,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.8124,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_distribution_natural_fr,1,Je veux voir comment revenue est réparti.,distribution,validated,distribution,True,True,True,1,0,True,False,none,2,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.6807,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_distribution_natural_en,1,What does the revenue distribution look like?,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.649,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_time_natural_fr,1,Quelle est l'évolution de la médiane de revenue au fil de order_date ?,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.3402,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_time_natural_en,1,Track median revenue over order_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.3169,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_guardrail_missing_margin_en,1,Show me the distribution of margin.,distribution,blocked,distribution,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,7.8119,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
sales_guardrail_missing_fiscal_period_fr,1,Suis la médiane de revenue selon fiscal_period.,time_series,blocked,unresolved,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,7.9878,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
hr_quantitative_natural_fr,2,Est-ce que salary augmente quand training_hours augmente ?,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.8897,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_quantitative_natural_en,2,Is salary related to training_hours?,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,4.1742,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_categorical_natural_fr,2,Le fait de faire overtime semble-t-il lié à left_company ?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,3.901,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_categorical_natural_en,2,Are overtime and left_company associated?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,4.0659,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_group_natural_fr,2,Je voudrais comparer les niveaux de salary entre les différents department.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.9208,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_group_natural_en,2,Compare salary across department.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,3,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.7655,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_distribution_natural_fr,2,À quoi ressemble la répartition de salary ?,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.9753,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_distribution_natural_en,2,Show me the distribution of salary.,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.9572,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_time_natural_fr,2,Comment évolue la médiane de salary au fil de snapshot_date ?,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.243,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_time_natural_en,2,Track median salary over snapshot_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,0,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.2717,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_guardrail_missing_bonus_fr,2,Montre-moi la distribution de bonus.,distribution,blocked,distribution,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.0039,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
hr_guardrail_missing_fiscal_year_en,2,Track median salary by fiscal_year.,time_series,blocked,unresolved,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.1171,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
sales_quantitative_natural_fr,2,"Quand marketing_spend augmente, est-ce que revenue augmente aussi ?",quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.8129,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_quantitative_natural_en,2,Is revenue related to marketing_spend?,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.8445,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_categorical_natural_fr,2,Est-ce que returned dépend du channel ?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,3.9937,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_categorical_natural_en,2,Does returned depend on channel?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,3.9923,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_group_natural_fr,2,Comment revenue se compare-t-il d'une region à l'autre ?,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.8117,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_group_natural_en,2,Compare revenue across region.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,3,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.765,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_distribution_natural_fr,2,Je veux voir comment revenue est réparti.,distribution,validated,distribution,True,True,True,1,0,True,False,none,2,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.6737,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_distribution_natural_en,2,What does the revenue distribution look like?,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.6221,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_time_natural_fr,2,Quelle est l'évolution de la médiane de revenue au fil de order_date ?,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.3291,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_time_natural_en,2,Track median revenue over order_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.3283,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_guardrail_missing_margin_en,2,Show me the distribution of margin.,distribution,blocked,distribution,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,7.8237,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
sales_guardrail_missing_fiscal_period_fr,2,Suis la médiane de revenue selon fiscal_period.,time_series,blocked,unresolved,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,7.9742,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
hr_quantitative_natural_fr,3,Est-ce que salary augmente quand training_hours augmente ?,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.8736,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_quantitative_natural_en,3,Is salary related to training_hours?,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,4.1949,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_categorical_natural_fr,3,Le fait de faire overtime semble-t-il lié à left_company ?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,3.9397,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_categorical_natural_en,3,Are overtime and left_company associated?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,4.0904,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_group_natural_fr,3,Je voudrais comparer les niveaux de salary entre les différents department.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.9627,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_group_natural_en,3,Compare salary across department.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,3,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.9649,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_distribution_natural_fr,3,À quoi ressemble la répartition de salary ?,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,4.0373,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_distribution_natural_en,3,Show me the distribution of salary.,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,4.0008,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_time_natural_fr,3,Comment évolue la médiane de salary au fil de snapshot_date ?,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.3287,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_time_natural_en,3,Track median salary over snapshot_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,0,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.3642,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
hr_guardrail_missing_bonus_fr,3,Montre-moi la distribution de bonus.,distribution,blocked,distribution,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,7.8008,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
hr_guardrail_missing_fiscal_year_en,3,Track median salary by fiscal_year.,time_series,blocked,unresolved,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.1434,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
sales_quantitative_natural_fr,3,"Quand marketing_spend augmente, est-ce que revenue augmente aussi ?",quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.8266,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_quantitative_natural_en,3,Is revenue related to marketing_spend?,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.8834,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_categorical_natural_fr,3,Est-ce que returned dépend du channel ?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,4.2303,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_categorical_natural_en,3,Does returned depend on channel?,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,4.1124,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_group_natural_fr,3,Comment revenue se compare-t-il d'une region à l'autre ?,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.8143,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_group_natural_en,3,Compare revenue across region.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,3,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.7818,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_distribution_natural_fr,3,Je veux voir comment revenue est réparti.,distribution,validated,distribution,True,True,True,1,0,True,False,none,2,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.6991,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_distribution_natural_en,3,What does the revenue distribution look like?,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.6563,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_time_natural_fr,3,Quelle est l'évolution de la médiane de revenue au fil de order_date ?,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.4768,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_time_natural_en,3,Track median revenue over order_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.5479,ai_analytical_planner_v0.13,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_guardrail_missing_margin_en,3,Show me the distribution of margin.,distribution,blocked,distribution,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,7.9668,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
sales_guardrail_missing_fiscal_period_fr,3,Suis la médiane de revenue selon fiscal_period.,time_series,blocked,unresolved,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.1027,ai_analytical_planner_v0.13,,ai_native_pipeline_v0.2,
