case_id,repeat_index,objective,expected_family,planner_status,planner_family,planner_family_correct,planner_bindings_correct,planner_outcome_correct,planner_attempt_count,planner_retry_count,planner_first_pass,planner_recovered_after_retry,planner_retry_class,planner_normalization_count,expected_tool,requested_tool,tool_selection_correct,tool_arguments_correct,tool_attempt_count,tool_retry_count,tool_first_pass,tool_recovered_after_retry,should_execute,execution_observed,execution_correct,chart_type_expected,chart_type_observed,chart_type_correct,guardrail_correct,case_pass,latency_seconds,planner_rule_version,native_tool_rule_version,pipeline_rule_version,failure_reasons
sales_guardrail_missing_profit,1,Analyser la distribution de profit.,distribution,rejected,distribution,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.2602,ai_analytical_planner_v0.12,,ai_native_pipeline_v0.2,
quantitative_salary_training,2,Étudier la relation entre salary et training_hours.,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.8621,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
categorical_overtime_left,2,Étudier l'association entre overtime et left_company.,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,0,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,3.9143,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
group_salary_department,2,Comparer salary selon department.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.7179,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
distribution_salary,2,Analyser la distribution de salary.,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.8704,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
time_salary_snapshot,2,Analyser l'évolution de la médiane de salary selon snapshot_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.1588,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
guardrail_missing_year,2,Analyser l'évolution de la médiane de salary selon Year.,time_series,blocked,unresolved,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.2517,ai_analytical_planner_v0.12,,ai_native_pipeline_v0.2,
sales_quantitative_revenue_marketing,2,Étudier la relation entre revenue et marketing_spend.,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,4.4107,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_categorical_channel_returned,2,Étudier l'association entre channel et returned.,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,4.2117,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_group_revenue_region,2,Comparer revenue selon region.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.7431,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_distribution_revenue,2,Analyser la distribution de revenue.,distribution,validated,distribution,True,True,True,1,0,True,False,none,0,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.8593,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_time_revenue_order_date,2,Analyser l'évolution de la médiane de revenue selon order_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.1728,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_guardrail_missing_profit,2,Analyser la distribution de profit.,distribution,rejected,distribution,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.3015,ai_analytical_planner_v0.12,,ai_native_pipeline_v0.2,
quantitative_salary_training,3,Étudier la relation entre salary et training_hours.,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.8611,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
categorical_overtime_left,3,Étudier l'association entre overtime et left_company.,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,0,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,3.8656,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
group_salary_department,3,Comparer salary selon department.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.8235,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
distribution_salary,3,Analyser la distribution de salary.,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.9281,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
time_salary_snapshot,3,Analyser l'évolution de la médiane de salary selon snapshot_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.1908,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
guardrail_missing_year,3,Analyser l'évolution de la médiane de salary selon Year.,time_series,blocked,unresolved,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,7.9899,ai_analytical_planner_v0.12,,ai_native_pipeline_v0.2,
sales_quantitative_revenue_marketing,3,Étudier la relation entre revenue et marketing_spend.,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,4.1904,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_categorical_channel_returned,3,Étudier l'association entre channel et returned.,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,1,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,4.2043,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_group_revenue_region,3,Comparer revenue selon region.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.7474,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_distribution_revenue,3,Analyser la distribution de revenue.,distribution,validated,distribution,True,True,True,1,0,True,False,none,0,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.8737,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_time_revenue_order_date,3,Analyser l'évolution de la médiane de revenue selon order_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.3154,ai_analytical_planner_v0.12,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
sales_guardrail_missing_profit,3,Analyser la distribution de profit.,distribution,rejected,distribution,True,True,True,2,1,False,True,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,True,8.5629,ai_analytical_planner_v0.12,,ai_native_pipeline_v0.2,
